"Year","Period","State","State ANSI","Data Item","Domain","Domain Category","Value","CV (%)","Chemical","Chemical_Code"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)",NA,NA,"HARPIN A B PROTEIN "," 6506"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)",NA,NA,"MINERAL OIL "," 63502"
2016,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",NA,NA,"REYNOUTRIA SACHALINE "," 55809"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",0.255,NA,"AZOXYSTROBIN "," 128810"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",NA,NA,"BACILLUS SUBTILIS "," 6479"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)",NA,NA,"BLAD "," 30006"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",NA,NA,"BOSCALID "," 128008"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",15.109,NA,"CAPTAN "," 81301"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)",NA,NA,"CHLOROTHALONIL "," 81901"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",NA,NA,"COPPER HYDROXIDE "," 23401"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)",NA,NA,"CYAZOFAMID "," 85651"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",0.019,NA,"CYFLUFENAMID "," 555550"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",0.666,NA,"CYPRODINIL "," 288202"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",NA,NA,"DIFENOCONAZOLE "," 128847"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",NA,NA,"FENHEXAMID "," 90209"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",0.423,NA,"FLUDIOXONIL "," 71503"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",NA,NA,"FLUXAPYROXAD "," 138009"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)",NA,NA,"IPRODIONE "," 109801"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",0.544,NA,"ISOFETAMID "," 270000"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)",NA,NA,"MANCOZEB "," 14504"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",NA,NA,"MEFENOXAM "," 113502"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",NA,NA,"MYCLOBUTANIL "," 128857"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",NA,NA,"PENTHIOPYRAD "," 90112"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",NA,NA,"POLYOXIN D ZINC SALT "," 230000"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",NA,NA,"POTASSIUM BICARBON. "," 73508"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",NA,NA,"PROPICONAZOLE "," 122101"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",NA,NA,"PYRACLOSTROBIN "," 99100"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",NA,NA,"PYRIMETHANIL "," 288201"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",NA,NA,"QUINOLINE "," 55459"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",NA,NA,"STREPTOMYCES LYDICUS "," 6327"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",NA,NA,"SULFUR "," 77501"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",NA,NA,"TETRACONAZOLE "," 120603"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",1.298,NA,"THIOPHANATE-METHYL "," 102001"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",NA,NA,"THIRAM "," 79801"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",NA,NA,"TRIFLUMIZOLE "," 128879"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",NA,NA,"FLUMIOXAZIN "," 129034"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",NA,NA,"GLYPHOSATE ISO. SALT "," 103601"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)",NA,NA,"HALOSULFURON-METHYL "," 128721"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",NA,NA,"PARAQUAT "," 61601"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",NA,NA,"ABAMECTIN "," 122804"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",NA,NA,"ACEQUINOCYL "," 6329"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",NA,NA,"ACETAMIPRID "," 99050"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.84,NA,"BIFENAZATE "," 586"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",0.162,NA,"BIFENTHRIN "," 128825"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",NA,NA,"BT KURSTAK ABTS-1857 "," 6523"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",NA,NA,"BT KURSTAKI ABTS-351 "," 6522"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",NA,NA,"BURKHOLDERIA A396 CELLS & MEDIA "," 6534"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",0.08,NA,"CHLORANTRANILIPROLE "," 90100"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",NA,NA,"CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA "," 16329"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",NA,NA,"CYFLUMETOFEN "," 138831"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)",NA,NA,"ENDOSULFAN "," 79401"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",NA,NA,"ETOXAZOLE "," 107091"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",NA,NA,"FENPYROXIMATE "," 129131"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",NA,NA,"FLONICAMID "," 128016"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)",NA,NA,"FLUBENDIAMIDE "," 27602"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",NA,NA,"HEXYTHIAZOX "," 128849"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",NA,NA,"MALATHION "," 57701"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",NA,NA,"MUSTARD OIL "," 4901"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",NA,NA,"NALED "," 34401"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",NA,NA,"NEEM OIL, CLAR. HYD. "," 25007"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",0.092,NA,"NOVALURON "," 124002"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",NA,NA,"PIPERONYL BUTOXIDE "," 67501"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",NA,NA,"PYRETHRINS "," 69001"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",NA,NA,"SPINETORAM "," 110007"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",NA,NA,"SPIROMESIFEN "," 24875"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",NA,NA,"SULFOXAFLOR "," 5210"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",NA,NA,"THIAMETHOXAM "," 60109"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",NA,NA,"ACIBENZOLAR-S-METHYL "," 61402"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPSAICIN = 70701)",NA,NA,"CAPSAICIN "," 70701"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",NA,NA,"CHLOROPICRIN "," 81501"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",NA,NA,"DICHLOROPROPENE "," 29001"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)",NA,NA,"HARPIN A B PROTEIN "," 6506"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)",NA,NA,"MINERAL OIL "," 63502"
2016,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",NA,NA,"REYNOUTRIA SACHALINE "," 55809"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",2.2,NA,"AZOXYSTROBIN "," 128810"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",NA,NA,"BACILLUS SUBTILIS "," 6479"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)",NA,NA,"BLAD "," 30006"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",NA,NA,"BOSCALID "," 128008"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",7.9,NA,"CAPTAN "," 81301"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)",NA,NA,"CHLOROTHALONIL "," 81901"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",NA,NA,"COPPER HYDROXIDE "," 23401"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)",NA,NA,"CYAZOFAMID "," 85651"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",1.8,NA,"CYFLUFENAMID "," 555550"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",2.1,NA,"CYPRODINIL "," 288202"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",NA,NA,"DIFENOCONAZOLE "," 128847"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",NA,NA,"FENHEXAMID "," 90209"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",1.9,NA,"FLUDIOXONIL "," 71503"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",NA,NA,"FLUXAPYROXAD "," 138009"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)",NA,NA,"IPRODIONE "," 109801"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",1.5,NA,"ISOFETAMID "," 270000"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)",NA,NA,"MANCOZEB "," 14504"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",NA,NA,"MEFENOXAM "," 113502"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",NA,NA,"MYCLOBUTANIL "," 128857"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",NA,NA,"PENTHIOPYRAD "," 90112"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",NA,NA,"POLYOXIN D ZINC SALT "," 230000"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",NA,NA,"POTASSIUM BICARBON. "," 73508"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",NA,NA,"PROPICONAZOLE "," 122101"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",NA,NA,"PYRACLOSTROBIN "," 99100"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",NA,NA,"PYRIMETHANIL "," 288201"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",NA,NA,"QUINOLINE "," 55459"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",NA,NA,"STREPTOMYCES LYDICUS "," 6327"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",NA,NA,"SULFUR "," 77501"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",NA,NA,"TETRACONAZOLE "," 120603"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",2,NA,"THIOPHANATE-METHYL "," 102001"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",NA,NA,"THIRAM "," 79801"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",NA,NA,"TRIFLUMIZOLE "," 128879"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",NA,NA,"FLUMIOXAZIN "," 129034"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",NA,NA,"GLYPHOSATE ISO. SALT "," 103601"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)",NA,NA,"HALOSULFURON-METHYL "," 128721"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",NA,NA,"PARAQUAT "," 61601"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",NA,NA,"ABAMECTIN "," 122804"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",NA,NA,"ACEQUINOCYL "," 6329"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",NA,NA,"ACETAMIPRID "," 99050"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",1.8,NA,"BIFENAZATE "," 586"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",1.4,NA,"BIFENTHRIN "," 128825"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",NA,NA,"BT KURSTAK ABTS-1857 "," 6523"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",NA,NA,"BT KURSTAKI ABTS-351 "," 6522"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",NA,NA,"BURKHOLDERIA A396 CELLS & MEDIA "," 6534"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",1.5,NA,"CHLORANTRANILIPROLE "," 90100"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",NA,NA,"CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA "," 16329"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",NA,NA,"CYFLUMETOFEN "," 138831"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)",NA,NA,"ENDOSULFAN "," 79401"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",NA,NA,"ETOXAZOLE "," 107091"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",NA,NA,"FENPYROXIMATE "," 129131"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",NA,NA,"FLONICAMID "," 128016"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)",NA,NA,"FLUBENDIAMIDE "," 27602"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",NA,NA,"HEXYTHIAZOX "," 128849"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",NA,NA,"MALATHION "," 57701"
2016,"YEAR","FLORIDA","12","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",NA,NA,"MUSTARD OIL "," 4901"
